,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10,jobTitle.1,skills.1,Activity.1,Activite1.1,Activite2.1,Activite3.1,Activite4.1,Activite5.1,Activite6.1,Activite7.1,Activite8.1,Activite9.1,Activite10.1,word_tokenized1,word_tokenized2,word_tokenized3,word_tokenized4,word_tokenized5,word_tokenized6,word_tokenized7,word_tokenized8,word_tokenized9,word_tokenized10,word_tokenized11,word_tokenized12,word_tokenized13,word_tokenized14,word_tokenized15,word_tokenized16,word_tokenized17,word_tokenized18,word_tokenized19,word_tokenized20,word_tokenized21,clean_stemmed1,clean_stemmed2,clean_stemmed3,clean_stemmed4,clean_stemmed5,clean_stemmed6,clean_stemmed7,clean_stemmed8,clean_stemmed9,clean_stemmed10,clean_stemmed11,clean_stemmed12,clean_stemmed13,clean_stemmed14,clean_stemmed15,clean_stemmed16,clean_stemmed17,clean_stemmed18,clean_stemmed19,clean_stemmed20,clean_stemmed21,clean_lemmed1,clean_lemmed2,clean_lemmed3,clean_lemmed4,clean_lemmed5,clean_lemmed6,clean_lemmed7,clean_lemmed8,clean_lemmed9,clean_lemmed10,clean_lemmed11,clean_lemmed12,clean_lemmed13,clean_lemmed14,clean_lemmed15,clean_lemmed16,clean_lemmed17,clean_lemmed18,clean_lemmed19,clean_lemmed20,clean_lemmed21
48,Business Intelligence Internal,"['DevOps', 'Angular', 'Spring Boot', 'Microsoft Power BI', 'Business Intelligence (BI)', 'Big Data']",['Skills: Business Intelligence (BI) · Web Development · SQL Server Integration Services (SSIS)'],Skills: Business Intelligence (BI) · Web Development · SQL Server Integration Services (SSIS),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Consultant Business Intelligence,"['IBM Cognos Analytics', 'DataStage', 'Decision-making informatics', 'Big Data', 'Python', 'scrum']",['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Skills', 'Business', 'Intelligence', 'BI', 'Web', 'Development', 'SQL', 'Server', 'Integration', 'Services', 'SSIS']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['skill', 'busi', 'intellig', 'bi', 'web', 'develop', 'sql', 'server', 'integr', 'servic', 'ssi']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Skills', 'Business', 'Intelligence', 'BI', 'Web', 'Development', 'SQL', 'Server', 'Integration', 'Services', 'SSIS']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
49,Business Intelligence Developer,"['Data Warehousing', 'Blockchain', 'Node.js', 'Microsoft Power BI', 'Jupyter', 'Talend Open Studio']","['Data modelling and data warehousing.', '""Implement ETL processes and pipelines.', 'Data Reporting and visualization.', '的 Implementation supervised/unsupervised algorithms']",Data modelling and data warehousing.,"""Implement ETL processes and pipelines.",Data Reporting and visualization.,的 Implementation supervised/unsupervised algorithms,unknown,unknown,unknown,unknown,unknown,unknown,Business intelligence ,"['Microsoft Power BI', 'Project management', 'Management of market research projects', 'Distributed Team Management', 'Data analysis', 'Analysis of requirements']",['Skills: Microsoft Power BI · Project Management'],Skills: Microsoft Power BI · Project Management,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Data', 'modelling', 'data', 'warehousing']","['Implement', 'ETL', 'processes', 'pipelines']","['Data', 'Reporting', 'visualization']","['的', 'Implementation', 'supervised', 'unsupervised', 'algorithms']",[],[],[],[],[],[],"['Skills', 'Microsoft', 'Power', 'BI', 'Project', 'Management']","['Skills', 'Microsoft', 'Power', 'BI', 'Project', 'Management']",[],[],[],[],[],[],[],[],[],"['data', 'model', 'data', 'wareh']","['implement', 'etl', 'process', 'pipelin']","['data', 'report', 'visual']","['的', 'implement', 'supervis', 'unsupervis', 'algorithm']",[],[],[],[],[],[],"['skill', 'microsoft', 'power', 'bi', 'project', 'manag']","['skill', 'microsoft', 'power', 'bi', 'project', 'manag']",[],[],[],[],[],[],[],[],[],"['Data', 'modelling', 'data', 'warehousing']","['Implement', 'ETL', 'process', 'pipeline']","['Data', 'Reporting', 'visualization']","['的', 'Implementation', 'supervised', 'unsupervised', 'algorithm']",[],[],[],[],[],[],"['Skills', 'Microsoft', 'Power', 'BI', 'Project', 'Management']","['Skills', 'Microsoft', 'Power', 'BI', 'Project', 'Management']",[],[],[],[],[],[],[],[],[]
50,Business Intelligence Developer,"['SQL Server Integration Services (SSIS)', 'SQL Server Management Studio', 'SQL', 'Spring Boot', 'Angular', 'Data analysis']",['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Consultant Business Intelligence ,"['Leadership development', 'Organizational development', 'Product innovation', 'Data analysis', 'Sales process', 'Web development']",['Skills: Data analysis'],Skills: Data analysis,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],"['Skills', 'Data', 'analysis']","['Skills', 'Data', 'analysis']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['skill', 'data', 'analysi']","['skill', 'data', 'analysi']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Skills', 'Data', 'analysis']","['Skills', 'Data', 'analysis']",[],[],[],[],[],[],[],[],[]
51,Business Intelligence Trainee,"['Extract, Transform, Load (ETL)', 'Leadership', 'Engineering', 'Project management', 'RStudio', '.NET Core']","['Skills: Extract, Transform, Load (ETL) · Microsoft Power BI']","Skills: Extract, Transform, Load (ETL) · Microsoft Power BI",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Data的 Business Intelligence Consultant,"['Informatica PowerCenter', 'Microsoft Power BI', 'Data Analysis', 'PL/SQL', 'Java', 'Project Engineering']","['• Informatica Powercenter Consultant', '', ""- Managing VWFS's decision-making system"", '- Development of mappings/workflows under Informatica Powercenter.', '- Preparation of SQL scripts (table creation scripts, queries to check the correct calculation of KPIs).', '', '• Technical environment: Oracle, Informatica PowerCenter, SAP BO, Jira, CyberArk, Oracle SQL Developer, GitLab']",• Informatica Powercenter Consultant,unknown,- Managing VWFS's decision-making system,- Development of mappings/workflows under Informatica Powercenter.,"- Preparation of SQL scripts (table creation scripts, queries to check the correct calculation of KPIs).",unknown,"• Technical environment: Oracle, Informatica PowerCenter, SAP BO, Jira, CyberArk, Oracle SQL Developer, GitLab",unknown,unknown,unknown,"['Skills', 'Extract', 'Transform', 'Load', 'ETL', 'Microsoft', 'Power', 'BI']",[],[],[],[],[],[],[],[],[],"['Informatica', 'Powercenter', 'Consultant', 'Managing', 'VWFS', 'decision', 'making', 'system', 'Development', 'mappings', 'workflows', 'Informatica', 'Powercenter', 'Preparation', 'SQL', 'scripts', 'table', 'creation', 'scripts', 'queries', 'check', 'correct', 'calculation', 'KPIs', 'Technical', 'environment', 'Oracle', 'Informatica', 'PowerCenter', 'SAP', 'BO', 'Jira', 'CyberArk', 'Oracle', 'SQL', 'Developer', 'GitLab']","['Informatica', 'Powercenter', 'Consultant']",[],"['Managing', 'VWFS', 'decision', 'making', 'system']","['Development', 'mappings', 'workflows', 'Informatica', 'Powercenter']","['Preparation', 'SQL', 'scripts', 'table', 'creation', 'scripts', 'queries', 'check', 'correct', 'calculation', 'KPIs']",[],"['Technical', 'environment', 'Oracle', 'Informatica', 'PowerCenter', 'SAP', 'BO', 'Jira', 'CyberArk', 'Oracle', 'SQL', 'Developer', 'GitLab']",[],[],[],"['skill', 'extract', 'transform', 'load', 'etl', 'microsoft', 'power', 'bi']",[],[],[],[],[],[],[],[],[],"['informatica', 'powercent', 'consult', 'manag', 'vwf', 'decis', 'make', 'system', 'develop', 'map', 'workflow', 'informatica', 'powercent', 'prepar', 'sql', 'script', 'tabl', 'creation', 'script', 'queri', 'check', 'correct', 'calcul', 'kpi', 'technic', 'environ', 'oracl', 'informatica', 'powercent', 'sap', 'bo', 'jira', 'cyberark', 'oracl', 'sql', 'develop', 'gitlab']","['informatica', 'powercent', 'consult']",[],"['manag', 'vwf', 'decis', 'make', 'system']","['develop', 'map', 'workflow', 'informatica', 'powercent']","['prepar', 'sql', 'script', 'tabl', 'creation', 'script', 'queri', 'check', 'correct', 'calcul', 'kpi']",[],"['technic', 'environ', 'oracl', 'informatica', 'powercent', 'sap', 'bo', 'jira', 'cyberark', 'oracl', 'sql', 'develop', 'gitlab']",[],[],[],"['Skills', 'Extract', 'Transform', 'Load', 'ETL', 'Microsoft', 'Power', 'BI']",[],[],[],[],[],[],[],[],[],"['Informatica', 'Powercenter', 'Consultant', 'Managing', 'VWFS', 'decision', 'making', 'system', 'Development', 'mapping', 'workflow', 'Informatica', 'Powercenter', 'Preparation', 'SQL', 'script', 'table', 'creation', 'script', 'query', 'check', 'correct', 'calculation', 'KPIs', 'Technical', 'environment', 'Oracle', 'Informatica', 'PowerCenter', 'SAP', 'BO', 'Jira', 'CyberArk', 'Oracle', 'SQL', 'Developer', 'GitLab']","['Informatica', 'Powercenter', 'Consultant']",[],"['Managing', 'VWFS', 'decision', 'making', 'system']","['Development', 'mapping', 'workflow', 'Informatica', 'Powercenter']","['Preparation', 'SQL', 'script', 'table', 'creation', 'script', 'query', 'check', 'correct', 'calculation', 'KPIs']",[],"['Technical', 'environment', 'Oracle', 'Informatica', 'PowerCenter', 'SAP', 'BO', 'Jira', 'CyberArk', 'Oracle', 'SQL', 'Developer', 'GitLab']",[],[],[]
52,Business Intelligence Developer,"['Microsoft Power BI', 'Python (programming language)', 'R (programming language)', 'Spring Boot', '.NET framework', 'Project management']","['Development of a BI solution to help detect fraud in health insurance using power bi for reporting and data analysis.', 'this solution based on 3 steps:', '1/Data prepertion: data clearing with Python and R', '2/Elaborate the modelling phase', '3/Creating a predictive model']",Development of a BI solution to help detect fraud in health insurance using power bi for reporting and data analysis.,this solution based on 3 steps:,1/Data prepertion: data clearing with Python and R,2/Elaborate the modelling phase,3/Creating a predictive model,unknown,unknown,unknown,unknown,unknown,Consultant Business Intelligence,"['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']",['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Development', 'BI', 'solution', 'help', 'detect', 'fraud', 'health', 'insurance', 'using', 'power', 'bi', 'reporting', 'data', 'analysis']","['solution', 'based', '3', 'steps']","['1', 'Data', 'prepertion', 'data', 'clearing', 'Python', 'R']","['2', 'Elaborate', 'modelling', 'phase']","['3', 'Creating', 'predictive', 'model']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['develop', 'bi', 'solut', 'help', 'detect', 'fraud', 'health', 'insur', 'use', 'power', 'bi', 'report', 'data', 'analysi']","['solut', 'base', '3', 'step']","['1', 'data', 'prepert', 'data', 'clear', 'python', 'r']","['2', 'elabor', 'model', 'phase']","['3', 'creat', 'predict', 'model']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Development', 'BI', 'solution', 'help', 'detect', 'fraud', 'health', 'insurance', 'using', 'power', 'bi', 'reporting', 'data', 'analysis']","['solution', 'based', '3', 'step']","['1', 'Data', 'prepertion', 'data', 'clearing', 'Python', 'R']","['2', 'Elaborate', 'modelling', 'phase']","['3', 'Creating', 'predictive', 'model']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
53,Business Intelligence Internal,"['Telecommunications', 'Microsoft Word', 'Strategic planning', 'Business intelligence', 'Big data', 'Data analysis']",['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Business Intelligence and Data Analyst ,"['Analytical Skills', 'Data Visualization', 'Communication', 'IBM SPSS', 'DAX', 'Python (Programming Language)']",['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
54,Business Intelligence Engineer,"['Data Analytics', 'Gaming', 'python', 'Microsoft Power BI', 'Microsoft Excel', 'Google Analytics']",['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Junior Business Intelligence developer,"['SQL Server Analysis Services (SSAS)', 'SQL Server Integration Services (SSIS)', 'PowerBI', 'Extract, Transform, Load (ETL)', 'Scrum', 'Automatic learning']",['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
55,Business Intelligence Internal,"['DevOps', 'Angular', 'Spring Boot', 'Microsoft Power BI', 'Business Intelligence (BI)', 'Big Data']",['Skills: Business Intelligence (BI) · Web Development · SQL Server Integration Services (SSIS)'],Skills: Business Intelligence (BI) · Web Development · SQL Server Integration Services (SSIS),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Business Intelligence Developer/Data Analyst,"['Microsoft Power Query', 'Facebook Ads', 'Facebook Marketing', 'Google Analytics', 'Facebook for Business', 'SQL Server Management Studio']","['Analyze marketing data coming from Google Analytics and Facebook Business:', '', '-Establish a connection between Google Analytics and PowerBI.', '-Manipulate Windsor connector to extract data from Facebook Leads, Facebook Ads, and Facebook Insights.', '-Extract, Transform and Load data issued from Google Analytics and Facebook with Power Query.', '-Generate reports and dashboards that answer Business objectives.']",Analyze marketing data coming from Google Analytics and Facebook Business:,unknown,-Establish a connection between Google Analytics and PowerBI.,"-Manipulate Windsor connector to extract data from Facebook Leads, Facebook Ads, and Facebook Insights.","-Extract, Transform and Load data issued from Google Analytics and Facebook with Power Query.",-Generate reports and dashboards that answer Business objectives.,unknown,unknown,unknown,unknown,"['Skills', 'Business', 'Intelligence', 'BI', 'Web', 'Development', 'SQL', 'Server', 'Integration', 'Services', 'SSIS']",[],[],[],[],[],[],[],[],[],"['Analyze', 'marketing', 'data', 'coming', 'Google', 'Analytics', 'Facebook', 'Business', 'Establish', 'connection', 'Google', 'Analytics', 'PowerBI', 'Manipulate', 'Windsor', 'connector', 'extract', 'data', 'Facebook', 'Leads', 'Facebook', 'Ads', 'Facebook', 'Insights', 'Extract', 'Transform', 'Load', 'data', 'issued', 'Google', 'Analytics', 'Facebook', 'Power', 'Query', 'Generate', 'reports', 'dashboards', 'answer', 'Business', 'objectives']","['Analyze', 'marketing', 'data', 'coming', 'Google', 'Analytics', 'Facebook', 'Business']",[],"['Establish', 'connection', 'Google', 'Analytics', 'PowerBI']","['Manipulate', 'Windsor', 'connector', 'extract', 'data', 'Facebook', 'Leads', 'Facebook', 'Ads', 'Facebook', 'Insights']","['Extract', 'Transform', 'Load', 'data', 'issued', 'Google', 'Analytics', 'Facebook', 'Power', 'Query']","['Generate', 'reports', 'dashboards', 'answer', 'Business', 'objectives']",[],[],[],[],"['skill', 'busi', 'intellig', 'bi', 'web', 'develop', 'sql', 'server', 'integr', 'servic', 'ssi']",[],[],[],[],[],[],[],[],[],"['analyz', 'market', 'data', 'come', 'googl', 'analyt', 'facebook', 'busi', 'establish', 'connect', 'googl', 'analyt', 'powerbi', 'manipul', 'windsor', 'connector', 'extract', 'data', 'facebook', 'lead', 'facebook', 'ad', 'facebook', 'insight', 'extract', 'transform', 'load', 'data', 'issu', 'googl', 'analyt', 'facebook', 'power', 'queri', 'gener', 'report', 'dashboard', 'answer', 'busi', 'object']","['analyz', 'market', 'data', 'come', 'googl', 'analyt', 'facebook', 'busi']",[],"['establish', 'connect', 'googl', 'analyt', 'powerbi']","['manipul', 'windsor', 'connector', 'extract', 'data', 'facebook', 'lead', 'facebook', 'ad', 'facebook', 'insight']","['extract', 'transform', 'load', 'data', 'issu', 'googl', 'analyt', 'facebook', 'power', 'queri']","['gener', 'report', 'dashboard', 'answer', 'busi', 'object']",[],[],[],[],"['Skills', 'Business', 'Intelligence', 'BI', 'Web', 'Development', 'SQL', 'Server', 'Integration', 'Services', 'SSIS']",[],[],[],[],[],[],[],[],[],"['Analyze', 'marketing', 'data', 'coming', 'Google', 'Analytics', 'Facebook', 'Business', 'Establish', 'connection', 'Google', 'Analytics', 'PowerBI', 'Manipulate', 'Windsor', 'connector', 'extract', 'data', 'Facebook', 'Leads', 'Facebook', 'Ads', 'Facebook', 'Insights', 'Extract', 'Transform', 'Load', 'data', 'issued', 'Google', 'Analytics', 'Facebook', 'Power', 'Query', 'Generate', 'report', 'dashboard', 'answer', 'Business', 'objective']","['Analyze', 'marketing', 'data', 'coming', 'Google', 'Analytics', 'Facebook', 'Business']",[],"['Establish', 'connection', 'Google', 'Analytics', 'PowerBI']","['Manipulate', 'Windsor', 'connector', 'extract', 'data', 'Facebook', 'Leads', 'Facebook', 'Ads', 'Facebook', 'Insights']","['Extract', 'Transform', 'Load', 'data', 'issued', 'Google', 'Analytics', 'Facebook', 'Power', 'Query']","['Generate', 'report', 'dashboard', 'answer', 'Business', 'objective']",[],[],[],[]
56,Business Intelligence Internal,"['Machine Learning', 'Artificial Intelligence (AI)', 'Java', 'Python (Programming Language)', 'Database Management System (DBMS)', 'C (Programming Language)']",['Skills: Microsoft Excel'],Skills: Microsoft Excel,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Consultant Business Intelligence,"['Python', 'PostgreSQL', 'Agile methods', 'Microsoft Power BI', 'Python (programming language)', 'RStudio']",['Skills: Python · PostgreSQL · Agile methods · Microsoft Power BI · Talend'],Skills: Python · PostgreSQL · Agile methods · Microsoft Power BI · Talend,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Skills', 'Microsoft', 'Excel']",[],[],[],[],[],[],[],[],[],"['Skills', 'Python', 'PostgreSQL', 'Agile', 'methods', 'Microsoft', 'Power', 'BI', 'Talend']","['Skills', 'Python', 'PostgreSQL', 'Agile', 'methods', 'Microsoft', 'Power', 'BI', 'Talend']",[],[],[],[],[],[],[],[],[],"['skill', 'microsoft', 'excel']",[],[],[],[],[],[],[],[],[],"['skill', 'python', 'postgresql', 'agil', 'method', 'microsoft', 'power', 'bi', 'talend']","['skill', 'python', 'postgresql', 'agil', 'method', 'microsoft', 'power', 'bi', 'talend']",[],[],[],[],[],[],[],[],[],"['Skills', 'Microsoft', 'Excel']",[],[],[],[],[],[],[],[],[],"['Skills', 'Python', 'PostgreSQL', 'Agile', 'method', 'Microsoft', 'Power', 'BI', 'Talend']","['Skills', 'Python', 'PostgreSQL', 'Agile', 'method', 'Microsoft', 'Power', 'BI', 'Talend']",[],[],[],[],[],[],[],[],[]
57,Business Intelligence Developer,"['Extract, Transform, Load (ETL)', 'SQL', 'Microsoft Power Query', 'powerbi', 'Oracle SQL Developer', 'Microsoft SQL Server']",['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Consultant Business Intelligence,"['IBM Cognos Analytics', 'DataStage', 'Decision-making informatics', 'Big Data', 'Python', 'scrum']",['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
58,Business Intelligence Engineer,"['Java', 'Web applications', 'Business', 'Postman API', 'Spring Boot', 'C#']",['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Junior Business Intelligence developer,"['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']",['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
59,Business Intelligence Engineer ,"['Extract, Transform, Load (ETL)', 'SQL', 'MDX', 'MySQL', 'Analysis services', 'Microsoft Power BI']",['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Data的 Business Intelligence Consultant,"['Informatica PowerCenter', 'Microsoft Power BI', 'Data Analysis', 'PL/SQL', 'Java', 'Project Engineering']","['• Informatica Powercenter Consultant', '', ""- Managing VWFS's decision-making system"", '- Development of mappings/workflows under Informatica Powercenter.', '- Preparation of SQL scripts (table creation scripts, queries to check the correct calculation of KPIs).', '', '• Technical environment: Oracle, Informatica PowerCenter, SAP BO, Jira, CyberArk, Oracle SQL Developer, GitLab']",• Informatica Powercenter Consultant,unknown,- Managing VWFS's decision-making system,- Development of mappings/workflows under Informatica Powercenter.,"- Preparation of SQL scripts (table creation scripts, queries to check the correct calculation of KPIs).",unknown,"• Technical environment: Oracle, Informatica PowerCenter, SAP BO, Jira, CyberArk, Oracle SQL Developer, GitLab",unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],"['Informatica', 'Powercenter', 'Consultant', 'Managing', 'VWFS', 'decision', 'making', 'system', 'Development', 'mappings', 'workflows', 'Informatica', 'Powercenter', 'Preparation', 'SQL', 'scripts', 'table', 'creation', 'scripts', 'queries', 'check', 'correct', 'calculation', 'KPIs', 'Technical', 'environment', 'Oracle', 'Informatica', 'PowerCenter', 'SAP', 'BO', 'Jira', 'CyberArk', 'Oracle', 'SQL', 'Developer', 'GitLab']","['Informatica', 'Powercenter', 'Consultant']",[],"['Managing', 'VWFS', 'decision', 'making', 'system']","['Development', 'mappings', 'workflows', 'Informatica', 'Powercenter']","['Preparation', 'SQL', 'scripts', 'table', 'creation', 'scripts', 'queries', 'check', 'correct', 'calculation', 'KPIs']",[],"['Technical', 'environment', 'Oracle', 'Informatica', 'PowerCenter', 'SAP', 'BO', 'Jira', 'CyberArk', 'Oracle', 'SQL', 'Developer', 'GitLab']",[],[],[],[],[],[],[],[],[],[],[],[],[],"['informatica', 'powercent', 'consult', 'manag', 'vwf', 'decis', 'make', 'system', 'develop', 'map', 'workflow', 'informatica', 'powercent', 'prepar', 'sql', 'script', 'tabl', 'creation', 'script', 'queri', 'check', 'correct', 'calcul', 'kpi', 'technic', 'environ', 'oracl', 'informatica', 'powercent', 'sap', 'bo', 'jira', 'cyberark', 'oracl', 'sql', 'develop', 'gitlab']","['informatica', 'powercent', 'consult']",[],"['manag', 'vwf', 'decis', 'make', 'system']","['develop', 'map', 'workflow', 'informatica', 'powercent']","['prepar', 'sql', 'script', 'tabl', 'creation', 'script', 'queri', 'check', 'correct', 'calcul', 'kpi']",[],"['technic', 'environ', 'oracl', 'informatica', 'powercent', 'sap', 'bo', 'jira', 'cyberark', 'oracl', 'sql', 'develop', 'gitlab']",[],[],[],[],[],[],[],[],[],[],[],[],[],"['Informatica', 'Powercenter', 'Consultant', 'Managing', 'VWFS', 'decision', 'making', 'system', 'Development', 'mapping', 'workflow', 'Informatica', 'Powercenter', 'Preparation', 'SQL', 'script', 'table', 'creation', 'script', 'query', 'check', 'correct', 'calculation', 'KPIs', 'Technical', 'environment', 'Oracle', 'Informatica', 'PowerCenter', 'SAP', 'BO', 'Jira', 'CyberArk', 'Oracle', 'SQL', 'Developer', 'GitLab']","['Informatica', 'Powercenter', 'Consultant']",[],"['Managing', 'VWFS', 'decision', 'making', 'system']","['Development', 'mapping', 'workflow', 'Informatica', 'Powercenter']","['Preparation', 'SQL', 'script', 'table', 'creation', 'script', 'query', 'check', 'correct', 'calculation', 'KPIs']",[],"['Technical', 'environment', 'Oracle', 'Informatica', 'PowerCenter', 'SAP', 'BO', 'Jira', 'CyberArk', 'Oracle', 'SQL', 'Developer', 'GitLab']",[],[],[]
60,Business Intelligence Consultant,"['ETL Tools', 'SQL', 'Business Intelligence (BI)', 'SQL Server Integration Services (SSIS)', 'Python (Programming Language)', 'Talend Open Studio']",['Skills: ETL Tools · SQL · Business Intelligence (BI) · Python (Programming Language) · Talend Open Studio · Microsoft Excel · Microsoft Power BI'],Skills: ETL Tools · SQL · Business Intelligence (BI) · Python (Programming Language) · Talend Open Studio · Microsoft Excel · Microsoft Power BI,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Consultant Business Intelligence,"['Big Data', 'Data analysis', 'python', 'Agile methods', 'Shell Script', 'Scrum']","['Consultant Business intelligence ', 'Qlik Sense, Qlik View, MSBI, Talend']",Consultant Business intelligence ,"Qlik Sense, Qlik View, MSBI, Talend",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Skills', 'ETL', 'Tools', 'SQL', 'Business', 'Intelligence', 'BI', 'Python', 'Programming', 'Language', 'Talend', 'Open', 'Studio', 'Microsoft', 'Excel', 'Microsoft', 'Power', 'BI']",[],[],[],[],[],[],[],[],[],"['Consultant', 'Business', 'intelligence', 'Qlik', 'Sense', 'Qlik', 'View', 'MSBI', 'Talend']","['Consultant', 'Business', 'intelligence']","['Qlik', 'Sense', 'Qlik', 'View', 'MSBI', 'Talend']",[],[],[],[],[],[],[],[],"['skill', 'etl', 'tool', 'sql', 'busi', 'intellig', 'bi', 'python', 'program', 'languag', 'talend', 'open', 'studio', 'microsoft', 'excel', 'microsoft', 'power', 'bi']",[],[],[],[],[],[],[],[],[],"['consult', 'busi', 'intellig', 'qlik', 'sens', 'qlik', 'view', 'msbi', 'talend']","['consult', 'busi', 'intellig']","['qlik', 'sens', 'qlik', 'view', 'msbi', 'talend']",[],[],[],[],[],[],[],[],"['Skills', 'ETL', 'Tools', 'SQL', 'Business', 'Intelligence', 'BI', 'Python', 'Programming', 'Language', 'Talend', 'Open', 'Studio', 'Microsoft', 'Excel', 'Microsoft', 'Power', 'BI']",[],[],[],[],[],[],[],[],[],"['Consultant', 'Business', 'intelligence', 'Qlik', 'Sense', 'Qlik', 'View', 'MSBI', 'Talend']","['Consultant', 'Business', 'intelligence']","['Qlik', 'Sense', 'Qlik', 'View', 'MSBI', 'Talend']",[],[],[],[],[],[],[],[]
